 #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC,Explicit
93,"E.F.S.F","Sawano Hiroyuki",140,5A,75,2026-08-08,02:21,22,"anime, soundtrack","","MOBILE SUIT GUNDAM UNICORN Original Motion Picture Soundtrack 1",2010-09-09,58,17,80,31,0,10,-14,C minor,4,6xxHxnpW0c8asP02noKqsV,"SUNRISE Music Label",JPP301000070,no
94,"Inequality - A Cloud of War","Sawano Hiroyuki",140,8B,62,2026-08-08,04:15,17,"anime, soundtrack","","MOBILE SUIT GUNDAM UNICORN Original Motion Picture Soundtrack 1",2010-09-09,52,0,82,31,0,10,-14,C,4,6OGuTR0cOlYGPvvriaSWpL,"SUNRISE Music Label",JPP301000075,no
95,"The Distant Past","Sawano Hiroyuki",67,8A,13,2026-08-08,02:53,15,"anime, soundtrack","","MOBILE SUIT GUNDAM UNICORN Original Motion Picture Soundtrack 1",2010-09-09,39,79,51,14,0,30,-21,A minor,4,08QRO7IDE0iBVVIjKaZtZN,"SUNRISE Music Label",JPP301000078,no
96,"Licht Meer","Sawano Hiroyuki",88,7B,18,2026-08-08,03:28,18,"anime, soundtrack","","MOBILE SUIT GUNDAM UNICORN Original Motion Picture Soundtrack 1",2010-09-09,10,96,81,4,0,10,-19,F,4,3fjgRBTFvuk4aPG0TWwYUw,"SUNRISE Music Label",JPP301000083,no
97,"Hold Tight","Sabrina Carpenter, UHMEER",136,2B,38,2026-08-08,02:55,47,"pop, indie hip hop","Pop","Singular Act I",2018-11-09,58,13,0,39,20,20,-9,F#/G♭,4,72DnQlaqdNhz9QJZXfYe6L,"Hollywood Records",USHR11838867,no
98,"PERSON.","Cö shu Nie",123,4A,91,2026-08-08,03:55,33,"anime, j-rock, j-pop","","asphyxia",2018-06-01,46,2,0,47,0,50,-4,F minor,4,7l2pOZ1PkBLWWMe65OlRso,"Sony Music Labels Inc.",JPU901801200,no
99,"asura","Cö shu Nie",175,9B,91,2026-08-08,01:34,36,"anime, j-rock, j-pop","","Aurora",2018-10-24,16,2,0,53,20,30,-3,G,4,5b6analpmkIZMXoaDpGrNU,"Sony Music Labels Inc.",JPU901803193,no
100,"bullet (Slushii Remix)","Cö shu Nie",172,12A,94,2026-08-08,03:40,0,"anime, j-rock, j-pop","","bullet (Slushii Remix)",2019-11-15,55,15,0,22,10,10,-2,C♯/D♭ minor,4,5v26p5syXWqOpAWNzQlZ2E,"NITRON concepts",JPU901902651,no
101,"Gold","Imagine Dragons",165,8A,46,2026-08-08,03:36,49,"modern rock, pop, rock","Pop, Rock","Smoke + Mirrors (Deluxe)",2015-10-23,24,8,1,26,0,0,-7,A minor,3,4IMMdhs18OjvvhDok5mJxW,"Kid Ina Korner / Interscope",USUM71417914,no
102,"Summer","Imagine Dragons",109,11B,82,2026-08-08,03:38,40,"modern rock, pop, rock","Pop, Rock","Smoke + Mirrors (Deluxe)",2015-10-23,54,1,10,62,0,10,-7,A,3,1AZY4tKB3obBrQHVz0feOf,"Kid Ina Korner / Interscope",USUM71417936,no
103,"The Fall","Imagine Dragons",120,8B,41,2026-08-08,06:02,40,"modern rock, pop, rock","Pop, Rock","Smoke + Mirrors (Deluxe)",2015-10-23,30,49,4,5,0,10,-10,C,4,6PZ2TaWkJBwlD1QxenOtpq,"Kid Ina Korner / Interscope",USUM71417939,no
104,"Second Chances","Imagine Dragons",171,6B,57,2026-08-08,03:37,39,"modern rock, pop, rock","Pop, Rock","Smoke + Mirrors (Deluxe)",2015-10-23,40,17,1,36,0,10,-9,A#/B♭,3,4MwJiGr3drOvyYvbjgXPCW,"Kid Ina Korner / Interscope",USUM71417943,no
105,"違和感","物語シリーズ",75,10A,45,2026-08-08,02:59,7,"anime, j-pop","","Kabukimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,79,36,11,4,40,0,-11,B minor,4,0eLtTdwNCfYJtEPzGUCjCU,"Aniplex Inc.",JPE301303007,no
106,"生まれ変わり","物語シリーズ",140,5A,8,2026-08-08,02:21,10,"anime, j-pop","","Kabukimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,49,97,7,11,0,0,-18,C minor,5,4PPbOPm2QDLcQS69WRx7Fq,"Aniplex Inc.",JPE301303008,no
107,"廃墟の町","物語シリーズ",68,12B,9,2026-08-08,02:20,6,"anime, j-pop","","Kabukimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,15,72,93,3,0,0,-25,E,4,3zSGE7XgabQalior8ccB0e,"Aniplex Inc.",JPE301303011,no
108,"手紙（傾物語）","物語シリーズ",97,9A,37,2026-08-08,03:05,12,"anime, j-pop","","Kabukimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,65,66,91,16,0,10,-11,E minor,3,4i7C642nwrzizF07qqMCtu,"Aniplex Inc.",JPE301303014,no
109,"ただのお願い","物語シリーズ",145,11B,20,2026-08-08,01:56,10,"anime, j-pop","","Kabukimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,13,98,87,3,0,10,-17,A,3,7xDInpTUPc3ohznQwBNX4p,"Aniplex Inc.",JPE301303018,no
110,"Love is all around","The Troggs",94,10B,30,2026-08-08,03:24,17,"proto-punk","","Au",1989-00-00,62,29,45,68,0,0,-17,D,4,7f2wFlQy050aOCq0DrPntu,"New Rose",DESK99290208,no
111,"D-Evil <正10時楽団 Played>","Sawano Hiroyuki",100,6A,61,2026-08-08,05:03,10,"anime, soundtrack","","青の祓魔師 Plugless",2011-00-00,61,17,77,36,0,10,-11,G minor,4,7fpLAv3OZRjujwhvEebIkh,"Aniplex Inc.",JPE301301936,no
112,"My☆ <Un-Pluglessです>","Sawano Hiroyuki",100,4B,81,2026-08-08,04:14,9,"anime, soundtrack","","青の祓魔師 Plugless",2011-00-00,69,24,17,87,0,20,-8,G#/A♭,4,6MT7ldqindV1wJOGnKII4Y,"Aniplex Inc.",JPE301301938,no
113,"祓魔師強奏曲　第四楽章: D＋T","Sawano Hiroyuki",125,9B,92,2026-08-08,04:52,17,"anime, soundtrack","","青の祓魔師 Plugless",2011-00-00,57,0,90,26,0,30,-7,G,4,6ne0NAPeulldjsVLbs0I6l,"Aniplex Inc.",JPE301101084,no
114,"IiMuRoYa-$.feat 3rd-Mov.：HEiW@→KiZUN@","Sawano Hiroyuki",79,9B,27,2026-08-08,04:13,17,"anime, soundtrack","","青の祓魔師 Plugless",2011-00-00,10,83,79,5,0,10,-12,G,3,4yOaxp7nUssJFcFNjiOaZD,"Aniplex Inc.",JPE301102627,no
115,"交狂詩 GeHeNa　第一楽章: Mephistopheles","Sawano Hiroyuki",194,9A,86,2026-08-08,05:42,10,"anime, soundtrack","","青の祓魔師 Plugless",2011-00-00,42,1,81,12,0,20,-8,E minor,4,10vDKIPFqGTLzny5bGLbve,"Aniplex Inc.",JPE301101093,no
116,"Pushing 20","Sabrina Carpenter",151,8B,81,2026-08-08,02:46,56,"pop","Pop","Singular Act II",2019-07-19,63,17,0,62,30,10,-3,C,4,1xMHC2XPuDyBWU1ULY7eMA,"Hollywood Records",USHR11939071,no
117,"I'm Fakin","Sabrina Carpenter",160,12A,83,2026-08-08,02:55,49,"pop","Pop","Singular Act II",2019-07-19,73,9,0,51,0,0,-3,C♯/D♭ minor,4,62dMfMIAoHZcu3ne9Ie3RE,"Hollywood Records",USHR11838869,no
118,"I Don’t Know Why","Imagine Dragons",121,10B,64,2026-08-08,03:10,62,"modern rock, pop, rock","Pop, Rock","Evolve",2017-06-23,72,1,0,7,0,10,-7,D,4,28heol5hhOGj6KYbJrRteJ,"Kid Ina Korner / Interscope",USUM71704691,no
119,"フェイント","物語シリーズ",187,9B,23,2026-08-08,03:10,16,"anime, j-pop","","Koimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,23,95,93,7,0,0,-17,G,4,1vnVOqx2yug1qIuUUzFvl5,"Aniplex Inc.",JPE301400442,no
120,"適材適所","物語シリーズ",75,7A,15,2026-08-08,03:51,8,"anime, j-pop","","Koimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,17,79,72,4,0,10,-20,D minor,4,2wWWJJmrBNFsxTGqbM3Yjd,"Aniplex Inc.",JPE301400445,no
121,"As I Ride By","The Troggs",112,11B,81,2026-08-08,02:01,5,"proto-punk","","Hit Single Anthology",1991-04-29,71,53,0,71,10,0,-12,A,4,2JVuir5SpOkJaIUPBMiVVM,"UMC (Universal Music Catalogue)",GBF080300505,no
122,"Maybe The Madman","The Troggs",61,1B,70,2026-08-08,02:13,7,"proto-punk","","Hit Single Anthology",1991-04-29,37,3,17,41,10,20,-12,B,4,0SLNNN72cSXQlpML5PQzb8,"UMC (Universal Music Catalogue)",GBF080300508,no
123,"OmuOmu Theme","Sawano Hiroyuki",172,3B,55,2026-08-08,03:43,0,"anime, soundtrack","","日本テレビ系火曜ドラマ「貧乏男子」オリジナル・サウンドトラック",2008-02-27,59,3,33,21,0,0,-8,C♯/D♭,4,7zgiagi66sd4e4NUA0FaKV,"VAP",JPVP00801606,no
124,"DECISION","Sawano Hiroyuki",100,9A,77,2026-08-08,03:37,0,"anime, soundtrack","","日本テレビ系火曜ドラマ「貧乏男子」オリジナル・サウンドトラック",2008-02-27,49,0,90,45,0,10,-8,E minor,4,4ieSVo2ZCPJFMdvBmeCVUE,"VAP",JPVP00801609,no
125,"SONIC BOOM","Sawano Hiroyuki",100,10B,92,2026-08-08,02:54,0,"anime, soundtrack","","日本テレビ系火曜ドラマ「貧乏男子」オリジナル・サウンドトラック",2008-02-27,53,0,86,36,0,30,-6,D,4,2I98j6VlPZH8UZZkPqKCHO,"VAP",JPVP00801611,no
126,"A.I.R-K.I.C.K.-Y.A.H.!!","Sawano Hiroyuki",130,3A,88,2026-08-08,02:53,0,"anime, soundtrack","","日本テレビ系火曜ドラマ「貧乏男子」オリジナル・サウンドトラック",2008-02-27,65,0,77,74,0,30,-9,A#/B♭ minor,4,1Os0uNgF2sNYM2lPK9TfvI,"VAP",JPVP00801612,no
127,"TAKE A DARE","Sawano Hiroyuki",152,9B,41,2026-08-08,03:14,0,"anime, soundtrack","","日本テレビ系火曜ドラマ「貧乏男子」オリジナル・サウンドトラック",2008-02-27,69,1,84,7,0,0,-12,G,4,3aUOgBWre4qULsNpq0kgR0,"VAP",JPVP00801617,no
128,"Fix Me Up (with Sabrina Carpenter)","Fin Argus, Sabrina Carpenter",126,11A,42,2026-08-08,04:37,43,"pop","Pop","CLOUDS (Music From The Disney+ Original Movie)",2020-10-16,40,73,0,14,0,10,-9,F#/G♭ minor,4,3tlYKGhlexHCt8Ac5pYG49,"Wayfarer Studios/Interscope Records",USUG12003842,no
129,"Digital","Imagine Dragons",167,9B,89,2026-08-08,03:21,52,"modern rock, pop, rock","Pop, Rock","Origins (Deluxe)",2018-11-09,49,0,0,38,10,10,-5,G,4,4qhDA6s0MkD5XpDqGLHIEY,"Kid Ina Korner / Interscope",USUM71816164,no
130,"タッチならぬキャッチ","物語シリーズ",112,4B,48,2026-08-08,01:17,5,"anime, j-pop","","Nekomonogatari (Kuro) Gekihanongakushu [Original Soundtrack]",2018-11-02,80,43,92,17,10,0,-13,G#/A♭,4,027KFU68Q0tdjS8YavVo7t,"Aniplex Inc.",JPE301300085,no
131,"月火ちゃん","物語シリーズ",125,9A,83,2026-08-08,02:20,7,"anime, j-pop","","Nekomonogatari (Kuro) Gekihanongakushu [Original Soundtrack]",2018-11-02,81,8,84,73,10,0,-10,E minor,4,0tt9rrR58n78jAKXKY3EnM,"Aniplex Inc.",JPE301300086,no
132,"約束","物語シリーズ",142,5A,61,2026-08-08,01:24,14,"anime, j-pop","","Nekomonogatari (Kuro) Gekihanongakushu [Original Soundtrack]",2018-11-02,69,99,95,4,0,10,-13,C minor,3,5BemVgaLfqLj1KjVnmTzMt,"Aniplex Inc.",JPE301300090,no
133,"妖刀『心渡』","物語シリーズ",87,10A,1,2026-08-08,01:06,5,"anime, j-pop","","Nekomonogatari (Kuro) Gekihanongakushu [Original Soundtrack]",2018-11-02,31,23,10,4,0,10,-14,B minor,3,3hANQTKAxOUA8hWSXfTpnb,"Aniplex Inc.",JPE301300100,no
134,"Nowhere Road","The Troggs",116,12B,43,2026-08-08,04:44,11,"proto-punk","","Athens Andover",1992-00-00,76,39,0,92,0,0,-14,E,4,3sO6k7Av8hrvRtf2LYX5F2,"Page One",DESK99290005,no
135,"Suspicious","The Troggs",107,11B,67,2026-08-08,04:22,1,"proto-punk","","Athens Andover",1992-00-00,88,20,0,97,0,10,-11,A,4,3XwzZAXHcJxCXNzfaBOXke,"Page One",DESK99290010,no
136,"Hot Stuff","The Troggs",111,9B,85,2026-08-08,04:01,10,"proto-punk","","Athens Andover",1992-00-00,65,57,1,79,0,50,-7,G,4,6pHjvrYdzhLHEEEUrZS7Xn,"Page One",DESK99290011,no
137,"BLUe-eXOSUiTe-toKYOto-仁","Sawano Hiroyuki",80,3A,68,2026-08-08,05:59,15,"anime, soundtrack","","青の祓魔師 京都不浄王篇 オリジナル・サウンドトラック",2011-00-00,45,2,81,13,0,10,-9,A#/B♭ minor,4,7seZ0yw03TKLMIApsykrBd,"Aniplex Inc.",JPE301601178,no
138,"phosphorus十snowman2","Sawano Hiroyuki",144,9B,56,2026-08-08,01:57,7,"anime, soundtrack","","青の祓魔師 京都不浄王篇 オリジナル・サウンドトラック",2011-00-00,54,0,94,38,0,0,-8,G,4,062LFd1D6aTFny6Z7BRljI,"Aniplex Inc.",JPE301601186,no
139,"攻響組曲　DEVIL　第一楽章: D-Evil","Sawano Hiroyuki",100,6A,83,2026-08-08,04:58,16,"anime, soundtrack","","青の祓魔師 京都不浄王篇 オリジナル・サウンドトラック",2011-00-00,57,12,85,24,0,10,-10,G minor,4,6TCb5GCBBoqFtTrYHUgoYf,"Aniplex Inc.",JPE301101085,no
140,"Silver Nights","Sabrina Carpenter",95,3B,60,2026-08-08,02:26,33,"pop","Pop","Silver Nights",2014-01-01,63,27,0,30,0,10,-5,C♯/D♭,4,4hBJ3HHSLgaKcMOxWxrKm0,"Hollywood Records",USHR11436038,no
141,"Take On the World - Theme Song From  Girl Meets World ","Rowan Blanchard, Sabrina Carpenter",116,7B,71,2026-08-08,03:12,59,"movie tunes, pop","Pop","Take On the World (Theme Song From  Girl Meets World )",2014-01-01,64,0,0,70,0,0,-6,F,4,5lz0NiPw32Gq4kMIUJvuw2,"Walt Disney Records",USWD11468205,no
142,"Stand Out - From  How to Build a Better Boy ","Sabrina Carpenter",96,9B,81,2026-08-08,03:28,33,"pop","Pop","Stand Out (From  How to Build a Better Boy )",2014-08-12,41,1,0,77,0,0,-3,G,4,00OKDIsSQbx8rd5Al7fKNw,"Walt Disney Records",USWD11468427,no
143,"Smoke and Fire","Sabrina Carpenter",170,10A,87,2026-08-08,03:45,49,"pop","Pop","Smoke and Fire",2016-02-19,46,1,0,53,0,0,-4,B minor,4,67zT3NI4tTOj8GreXetF6s,"Hollywood Records",USHR11636962,no
144,"First Love","Lost Kings, Sabrina Carpenter",94,7B,94,2026-08-08,03:27,45,"pop dance, pop edm, pop","Pop","First Love",2017-10-13,62,3,0,60,30,10,-5,F,4,01iyINEYgPQ7ThMZuHUsqS,"Disruptor Records/RCA Records",USRC11700931,no
145,"First Love - TELYKast Remix","Lost Kings, Sabrina Carpenter, TELYKAST",95,7B,64,2026-08-08,03:32,23,"pop dance, pop edm, pop, edm","Pop","First Love (Remixes)",2017-12-01,59,1,0,38,0,10,-6,F,4,5qJuG66jfxUgzfl6l195FO,"Disruptor Records/RCA Records",USRC11703362,no
146,"Alien - Dark Heart Remix","Sabrina Carpenter, Jonas Blue, Dark Heart",106,3B,77,2026-08-08,03:29,26,"pop, tropical house, deep house","Pop","Alien (Dark Heart Remix)",2018-04-13,65,8,0,39,0,10,-5,C♯/D♭,4,4m3x28otCU0jIgDwng7hAo,"Hollywood Records",USHR11838470,no
147,"Alien - M-22 Remix","Sabrina Carpenter, Jonas Blue, M-22",124,3B,87,2026-08-08,03:25,29,"pop, tropical house, house, pop dance","Pop","Alien (M-22 Remix)",2018-04-13,74,2,0,68,10,30,-6,C♯/D♭,4,18YI6FM5DHrSdiO4ylzVfj,"Hollywood Records",USHR11838469,no
148,"Almost Love - Stargate Warehouse Mix","Sabrina Carpenter",118,8A,84,2026-08-08,03:20,28,"pop","Pop","Almost Love (Stargate Warehouse Mix)",2018-09-28,69,24,0,51,0,10,-4,A minor,4,5SQPsKDOYDtAt64IZYPcXu,"Hollywood Records",USHR11838958,no
149,"Sue Me - Dave Audé Remix","Sabrina Carpenter, Dave Audé",128,1A,95,2026-08-08,03:49,28,"pop","Pop","Sue Me (Remixes)",2019-01-18,66,0,16,44,0,10,-4,G#/A♭ minor,4,3WjGTNxFlIDjo9mjmToKf3,"Hollywood Records",USHR11839034,no
150,"Skin - Quarterhead Remix","Sabrina Carpenter, Quarterhead",120,9B,76,2026-08-08,03:07,35,"pop, tech house","Pop","Skin (Quarterhead Remix)",2021-02-26,68,1,0,24,10,30,-7,G,4,3DNziCcqRd2v8uQWwec1GW,"Island Records",USUM72102387,no
151,"苛虎","物語シリーズ",140,10B,27,2026-08-08,01:15,7,"anime, j-pop","","Nekomonogatari (Shiro) Gekihanongakushu [Original Soundtrack]",2018-11-02,51,98,85,4,0,10,-15,D,4,1tb8LLWbUfzFZHesx4iz0U,"Aniplex Inc.",JPE301302810,no
152,"家族会議","物語シリーズ",120,11B,15,2026-08-08,02:34,22,"anime, j-pop","","Nekomonogatari (Shiro) Gekihanongakushu [Original Soundtrack]",2018-11-02,72,86,88,13,0,10,-19,A,3,2GbKlC4wPyPyQ1g0NIc07M,"Aniplex Inc.",JPE301302806,no
153,"吾輩は虎である","物語シリーズ",133,5A,7,2026-08-08,01:50,7,"anime, j-pop","","Nekomonogatari (Shiro) Gekihanongakushu [Original Soundtrack]",2018-11-02,16,92,86,17,0,20,-19,C minor,3,2WAaDF2cGRwtkGLnVqy1mU,"Aniplex Inc.",JPE301302815,no
154,"DESTINY","Sawano Hiroyuki",94,5A,49,2026-08-08,05:50,21,"anime, soundtrack","","連続ドラマW「マークスの山」オリジナルサウンドトラック",2011-01-05,18,2,91,9,0,10,-13,C minor,3,2xv3JiZicWpNIcyG9zElzA,"Legendoor",JPZ921011313,no
155,"IMPENETRABLE","Sawano Hiroyuki",82,8B,25,2026-08-08,02:30,3,"anime, soundtrack","","連続ドラマW「マークスの山」オリジナルサウンドトラック",2011-01-05,12,35,94,4,0,10,-14,C,4,4LVQ2aWfuKEcVgWVkIcxhx,"Legendoor",JPZ921011319,no
156,"DARK MOUNTAIN","Sawano Hiroyuki",95,1B,28,2026-08-08,02:39,1,"anime, soundtrack","","連続ドラマW「マークスの山」オリジナルサウンドトラック",2011-01-05,42,34,69,3,0,10,-20,B,4,0mANTaCixPBORZuKMva1vc,"Legendoor",JPZ921011325,no
157,"MYSTIC MOUNTAIN","Sawano Hiroyuki",68,6B,10,2026-08-08,02:54,4,"anime, soundtrack","","連続ドラマW「マークスの山」オリジナルサウンドトラック",2011-01-05,19,98,90,4,0,10,-22,A#/B♭,5,3jttYed0yFxHdWBzdXQIIt,"Legendoor",JPZ921011327,no
158,"M","Sawano Hiroyuki",108,12B,5,2026-08-08,00:39,1,"anime, soundtrack","","連続ドラマW「マークスの山」オリジナルサウンドトラック",2011-01-05,45,89,30,14,0,0,-27,E,4,5BvamIegd0WhoNu446527I,"Legendoor",JPZ921011330,no
159,"A","Sawano Hiroyuki",132,6B,7,2026-08-08,00:39,1,"anime, soundtrack","","連続ドラマW「マークスの山」オリジナルサウンドトラック",2011-01-05,64,86,92,11,10,0,-19,A#/B♭,3,2RcAYbtzv11lsgo4M0jIzZ,"Legendoor",JPZ921011331,no
160,"S","Sawano Hiroyuki",111,7B,0,2026-08-08,00:37,1,"anime, soundtrack","","連続ドラマW「マークスの山」オリジナルサウンドトラック",2011-01-05,57,68,9,0,30,10,-15,F,3,5RXgA6G2yTCF4TMuQw62qL,"Legendoor",JPZ921011334,no
161,"On Top Of The World - RAC Remix","Imagine Dragons, RAC",100,8B,75,2026-08-08,03:37,32,"modern rock, pop, rock, indietronica, metropopolis, nu disco, shimmer pop","Pop, Rock","On Top Of The World (RAC Remix)",2013-01-01,64,33,2,46,0,10,-6,C,4,1yBFjOhb3f7xSFd0xJ28SE,"Kid Ina Korner / Interscope",USUM71318182,no
162,"I Bet My Life - Lost Kings Remix","Imagine Dragons",120,3B,83,2026-08-08,03:58,36,"modern rock, pop, rock","Pop, Rock","I Bet My Life (Remixes)",2015-01-26,54,7,0,28,0,10,-7,C♯/D♭,4,3byeoYtEiTC3wbrcslxYn3,"Kid Ina Korner / Interscope",USUM71500433,no
163,"Shots - Broiler Extended Club Remix","Imagine Dragons, Broiler",120,10A,72,2026-08-08,04:48,42,"modern rock, pop, rock, norwegian pop, russelåter","Pop, Rock","Shots EP",2015-05-04,74,43,10,12,0,40,-9,B minor,4,6lYtgsgsPtdJMstSAlgmy6,"Kid Ina Korner / Interscope",USUM71505465,no
164,"Levitate - From The Original Motion Picture “Passengers”","Imagine Dragons",80,1B,68,2026-08-08,03:18,49,"modern rock, pop, rock","Pop, Rock","Levitate (From The Original Motion Picture “Passengers”)",2016-11-29,40,3,0,23,0,10,-5,B,4,60EFFQmSfrNMPUMGnfxBbO,"Kid Ina Korner / Interscope",USUM71615560,no
165,"Believer - Kaskade Remix","Imagine Dragons, Kaskade",126,3A,63,2026-08-08,03:10,54,"modern rock, pop, rock, edm","Pop, Rock","Believer (Kaskade Remix)",2017-06-09,73,18,0,18,0,10,-5,A#/B♭ minor,4,6aiHF2IbJr6lG4Vu9em8KF,"Kid Ina Korner / Interscope",USUM71705205,no
166,"Whatever It Takes - Miss Congeniality Remix","Imagine Dragons, Miss Congeniality",135,3A,80,2026-08-08,05:46,41,"modern rock, pop, rock","Pop, Rock","Whatever It Takes (Miss Congeniality Remix)",2017-11-17,56,0,0,43,0,20,-4,A#/B♭ minor,4,5jS8NWRE77LVJm9mCbpamU,"Kid Ina Korner / Interscope",USUM71711777,no
167,"What You Need","The Weeknd",134,6A,34,2026-08-08,03:26,73,"canadian contemporary r&b, canadian pop, pop","Pop","House Of Balloons (Original)",2011-03-21,64,51,1,6,0,10,-11,G minor,4,4Yw8TyBm9J8cpy2guHUYog,"The Weeknd/Lyric",USUM72104129,no
168,"House Of Balloons / Glass Table Girls","The Weeknd",89,8B,51,2026-08-08,06:47,81,"canadian contemporary r&b, canadian pop, pop","Pop","House Of Balloons (Original)",2011-03-21,66,0,0,23,0,20,-8,C,4,2r7BPog74oaTG5shNYiUnV,"The Weeknd/Lyric",USUM72104130,yes
169,"Wicked Games","The Weeknd",114,11B,57,2026-08-08,05:25,77,"canadian contemporary r&b, canadian pop, pop","Pop","House Of Balloons (Original)",2011-03-21,61,2,0,26,0,30,-7,A,4,00aqkszH1FdUiJJWvX6iEl,"The Weeknd/Lyric",USUM72104140,yes
170,"毒","物語シリーズ",105,6B,41,2026-08-08,02:10,8,"anime, j-pop","","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,66,99,77,27,0,0,-21,A#/B♭,5,4fQ8HEGe2Iz1sDTPl5Hdta,"Aniplex Inc.",JPE301201203,no
171,"都市伝説","物語シリーズ",70,4B,61,2026-08-08,02:44,9,"anime, j-pop","","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,33,12,94,35,10,0,-12,G#/A♭,4,1yEXVLuGgxBKltcIh4WLx6,"Aniplex Inc.",JPE301201209,no
172,"鉄仮面","物語シリーズ",104,6A,14,2026-08-08,01:41,11,"anime, j-pop","","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,87,93,92,23,20,0,-15,G minor,5,6e8hXIXFjQ38SpeFGdy5th,"Aniplex Inc.",JPE301201212,no
173,"罰ゲーム","物語シリーズ",110,12A,84,2026-08-08,02:40,6,"anime, j-pop","","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,80,93,87,97,0,0,-9,C♯/D♭ minor,4,3qioStkakLnM00OovgUBNU,"Aniplex Inc.",JPE301201670,no
174,"式神","物語シリーズ",176,10B,16,2026-08-08,02:00,11,"anime, j-pop","","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,56,99,61,20,0,10,-15,D,4,1AVr4vQUYZM4pyEpgzyKcT,"Aniplex Inc.",JPE301201673,no
175,"『例外の方が多い規則』","物語シリーズ",145,1B,84,2026-08-08,01:57,12,"anime, j-pop","","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,50,0,95,16,0,30,-6,B,4,7a09dStqlT5w7eMHemc9Kp,"Aniplex Inc.",JPE301202028,no
176,"破壊","物語シリーズ",180,10B,98,2026-08-08,02:22,10,"anime, j-pop","","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,43,0,62,65,0,10,-6,D,4,6dB5drFHFoJC33osLQD6fR,"Aniplex Inc.",JPE301202031,no
177,"Show Me","Bruno Mars",78,7B,71,2026-08-08,03:27,62,"dance pop, pop","Electronic, Pop","Unorthodox Jukebox",2012-12-07,74,5,0,51,0,20,-6,F,4,2tCPIp83mRXvVTytTAf1W4,"Atlantic Records",USAT21206911,no
178,"Money Make Her Smile","Bruno Mars",93,8B,68,2026-08-08,03:23,59,"dance pop, pop","Electronic, Pop","Unorthodox Jukebox",2012-12-07,75,9,0,78,0,10,-7,C,4,6FPQabaldvKE5cjqRfY9Os,"Atlantic Records",USAT21206912,no
179,"Vater","Sawano Hiroyuki",89,11B,73,2026-08-08,02:45,1,"anime, soundtrack","","My Girl original soundtrack",2009-11-25,66,37,88,94,0,0,-11,A,4,6cDty3cKGKIYaWaLYvs05Z,"TV ASAHI MUSIC CO.,LTD.",JPCO00927250,no
180,"lose Fäden","Sawano Hiroyuki",140,10A,59,2026-08-08,02:54,1,"anime, soundtrack","","My Girl original soundtrack",2009-11-25,62,7,91,88,0,20,-11,B minor,4,3MlEbXWxejoFd8FRY5hyu1,"TV ASAHI MUSIC CO.,LTD.",JPCO00927310,no
181,"Grau","Sawano Hiroyuki",83,5A,8,2026-08-08,03:01,1,"anime, soundtrack","","My Girl original soundtrack",2009-11-25,36,79,92,13,0,10,-25,C minor,4,1Le6nXyOQMha5qtNtPKQRH,"TV ASAHI MUSIC CO.,LTD.",JPCO00927380,no
182,"Danke schön","Sawano Hiroyuki",67,10B,14,2026-08-08,03:55,1,"anime, soundtrack","","My Girl original soundtrack",2009-11-25,23,82,93,16,0,20,-23,D,4,5GBBY5GSJfWwKB1qdmzeci,"TV ASAHI MUSIC CO.,LTD.",JPCO00927420,no
183,"Heaven Or Las Vegas","The Weeknd",125,10A,70,2026-08-08,05:53,54,"canadian contemporary r&b, canadian pop, pop","Pop","Thursday (Original)",2011-08-18,53,1,0,21,0,0,-9,B minor,4,5JQ5Acrgv1VrO9UtMUN052,"The Weeknd/Lyric",USUM72111985,no
184,"千石撫子、十四歳。","物語シリーズ",134,10A,0,2026-08-08,01:19,17,"anime, j-pop","","Otorimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,42,96,0,32,0,0,-27,B minor,5,7LaciaFb8ffgG4dyDvdTew,"Aniplex Inc.",JPE301400155,no
185,"二年二組","物語シリーズ",132,8A,5,2026-08-08,03:36,23,"anime, j-pop","","Otorimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,40,95,95,4,0,10,-20,A minor,3,4t5yyrqsRBv9NnMIcDdNs3,"Aniplex Inc.",JPE301400158,no
